AT,V,AP,RH,PE
27.87,70.79,1003.96,72.17,428.41
12.02,39.69,1006.05,84.66,470.17
26.31,63.77,1014.15,69.36,440.1
9,36.3,1027.11,75.89,480.31
15.6,41.04,1025.48,64.43,457.49
12.75,42.86,1014.9,88.44,475.09
14.86,37.85,1010.58,86.8,467.71
7.64,39.85,1012.78,88.09,481.53
16.57,53.82,1015.17,63.69,462.52
23.58,49.3,1003.8,74.62,440.44
10.05,40.71,1015.51,84.21,471.68
12.92,39.35,1014.56,88.29,469.83
16.84,45.01,1016.14,75.74,456.85
26.2,65.18,1011.42,47.82,440.07
26.02,70.79,1004.21,79.12,428.72
6.52,35.57,1025.37,78.32,486.06
10.11,41.62,1017.17,97.82,463.57
7.57,39.61,1018.66,85.73,480.86
23.48,66.49,1014.41,62.61,450.05
7.65,41.01,1024.31,97.17,475.89
13.85,45.08,1024.86,83.85,468.35
31.24,72.39,999.47,68.17,430.7
8.46,40.8,1023.57,81.27,485.06
21.69,44.57,1005.84,71.53,447.88
31.24,74.22,1007.74,48.77,430.44
24.51,68.63,1014.15,45.1,447.66
15.47,43.13,1015.11,50.5,466.63
30.37,67.45,1015.35,45.6,431.38
21.11,59.39,1013.87,85.29,446.02
25.64,47.01,1014.81,62.29,454.48
3.82,35.47,1016.62,84.34,489.04
18.92,44.06,1017.47,68.75,453.72
29.29,57.19,1008.3,60.11,435.69
14.91,40.73,1017.44,86.91,458.99
22.28,60.27,1018.98,84.12,443.44
8.06,39.96,1024.23,94.48,476.03
13.23,52.72,1026.4,75.78,465.26
28.57,69.84,1003.57,66.55,433.24
14.42,41.16,1004.32,88.42,467.25
26.01,58.41,1013.56,70.84,443.74
9.43,41.4,1028.42,84.92,479.28
25.18,47.93,1002.92,60.33,441.29
23.9,61.47,1009.01,81.05,438.73
9.45,39.04,1023.08,75.81,483.66
12.74,41.5,1012.94,86.28,469.92
20.28,63.86,1016.04,74.66,447.26
21.59,48.06,1012.72,77.13,446.83
21.05,61.87,1009.69,62.81,449.05
11.72,40.55,1020.74,86.22,474.7
7.41,39.16,1015.23,90.66,486.91
26.71,70.72,1010.3,78.18,438.72
10.06,34.69,1027.9,71.73,477.68
5.95,35.57,1025.84,77.61,487.72
22.79,69.13,1010.87,91.47,438.08
19.04,43.43,1009.25,68.74,453.32
12.86,44.77,1018.75,74.73,468.43
20.85,59.21,1012.9,75.97,444.44
21.28,44.05,1005.69,83.2,444.56
20.79,50.66,1013.39,77.93,454.78
26.35,64.05,1009.81,81.24,433.63
28.16,70.98,1008.51,72.12,435.04
29.27,66.85,1011.11,63.25,440.98
9.62,41.01,1019.43,97.99,467.34
33.72,74.33,1011.4,37.51,428.96
12.51,49.83,1008.61,94.27,452.84
30.15,67.32,1013.83,32.8,436.92
28.57,62.26,1010.75,62.12,437.41
31.24,71.98,1004.66,57.17,426.93
30.16,69.34,1007.67,57.69,433.54
10.67,42.02,996.55,99.94,472.65
29.27,69.89,1015.21,67.16,425.55
26.48,66.54,1011.61,51.9,438.87
27,71.25,1002.66,70.59,437.22
22.41,66.56,1003.3,88.71,435.75
24.65,52.36,1014.76,66.63,455.68
26.51,70.32,1010.3,57.4,431.82
23.38,58.82,1012.27,77.87,446.54
30.65,71.06,1008.61,76.76,432.08
22.86,62.52,1016.23,70.67,447.96
33.13,74.34,999.57,48.34,433.73
14.16,44.58,1020.75,77.42,473.22
26.47,63.13,1013.72,79.4,441.81
21.31,58.05,1012.94,88.39,446.76
23.16,69.94,1004.92,68.68,438.48
24.02,77.54,1008.33,83.92,438.52
26.52,43.77,1011.49,46.98,440.31
26.17,58.86,1014.52,51.28,443.69
8.65,40.56,1023.23,78.85,485.87
30.57,58.9,1004.54,54.37,438.49
7.77,40.27,1010.25,83.65,485.54
25.14,67.32,1013.96,41.78,435.39
22.69,65.18,1012.47,80.9,441.18
18.19,41.85,1014.93,61.37,466.86
6.57,43.65,1018.24,74.47,481.46
25.21,60.37,1006.01,73.14,436.23
25.43,70.17,1000.46,87.84,436.43
7.92,41.66,1014.84,76.12,483.38
15.37,41.96,1011.58,96.76,466.02
17.51,58.86,1016.78,83.63,453.2
10.87,42.02,1002.08,95.22,472.63
20.01,68.63,1012.34,69.49,454.5
29.05,75.6,1017.63,51.16,439.14
14.86,44.85,1016.19,67.43,468.87
18.5,47.45,1009.23,83.21,450.22
9.86,38.38,1018.22,85.35,479.56
29.29,71.14,1011.49,49.97,432.58
18.23,60.95,1016.74,78.85,455.53
31.38,68.27,1006.79,52.79,426.67
26.52,71.64,1008.27,75.3,437.76
24.71,60.77,1016.67,69.7,443.52
19.48,58.66,1013.32,73.16,454.4
20.35,56.53,1020.23,70.05,456.04
19.45,38.52,1017.99,62.86,451.96
23.87,63.94,1019.02,44.28,445.11
32.06,75.33,1001.96,63.15,432.92
29.35,68.51,1007.63,70.67,430.22
6.06,41.17,1019.67,84.7,489.62
13.58,40.75,1016.05,76.45,472.73
30.08,68.14,1003.99,77.38,425.27
17.78,50.66,1015.09,91.9,456.11
23.49,64.63,1020.75,65.16,450.28
29.45,69.13,1009.3,52.97,432.04
9.98,41.01,1017.83,98.07,466.05
31.49,73.5,1010.71,40.16,432.13
13.58,44.47,1029.91,70.41,467.15
27.6,73.42,1011.91,83.66,431.44
15.59,52.75,1024.3,59.93,458.87
22.69,64.45,1012.82,45.03,450.65
16.69,53.82,1015.39,63.62,458.96
9.56,44.71,1021.13,64.6,487.92
20.86,67.25,1017.45,81.45,444.5
21.83,63.07,1011.57,87.02,443.1
14.48,39,1016.75,75.97,464.56
10.17,40.1,1014.05,91.9,479.58
22.53,58.62,1016.28,72.78,449.02
10.38,40.71,1025.27,80.87,481.3
33.71,69.98,1013.09,42.62,431.99
15.98,42.99,1008.24,83.78,467.42
23.04,59.43,1010.23,68.99,442.99
23.15,66.48,1003.71,76,435.62
30.21,71.32,1006.19,67.57,434.91
24.89,64.27,1013.52,64.65,444.21
32.38,67.17,1006.97,60.04,438.67
28.5,73.77,1002.82,86.38,431.7
27,69.4,1004.86,82.2,433.83
26.15,63.21,1012.31,76.44,441.23
27.79,71.85,1008.95,87.35,427.67
5.85,41.55,1001.95,99.41,484.47
27.33,68.94,1007.04,61.83,431.96
11.26,44.92,1023.63,88.99,474.69
25.01,66.56,1004.55,82.46,434.74
7.26,40.69,1020.43,90.22,474.91
5.7,40.35,1012.18,91.57,488.8
16.09,44.71,1017.86,42.74,464.95
13.92,39.39,1012.94,80.52,471.81
28.9,71.94,1007.29,64.77,427.41
22.6,69.84,1006.37,79.59,435.13
17.43,63.09,1019.87,92.77,449.36
20.3,58.41,1014.05,86.38,451.74
18.03,58.86,1015.99,89.03,450.33
27.54,66.93,1017.06,55.2,450.22
15.03,40.66,1016.58,84.08,459.46
21.95,57.76,1018.02,67.72,452.27
23.68,68.3,1017.93,84.16,438.65
25.87,59.43,1008.34,65.83,440.26
13.43,43.56,1013.02,66.36,472.94
17.7,38.52,1020.15,69.8,455.5
18.39,38.52,1019.66,66.93,453.89
17.51,53.16,1013.13,82.86,457.45
27.41,74.67,1016.57,80.16,429.21
17.53,42.24,1016.9,60.95,470.63
29.05,70.32,1011.33,72.5,437.16
6.58,43.02,1014.03,84.95,488.22
18.86,46.48,1007.28,78.47,452
12.1,44.77,1019.1,75.85,463.11
27.34,63.78,1016.5,48.4,446.56
21.91,70.32,1009.17,90.57,439.29
12.19,41.06,1021.35,74.98,474.63
18.5,41.85,1015.81,64.78,466.8
16.52,53.16,1014.68,76.82,457.81
22.69,48.14,1013.7,62.05,448.52
15.26,41.2,1016,76.06,467.98
25.18,61.08,1013.08,80.75,445.64
14.26,42.86,1011.33,88.37,471.19
23.08,74.78,1009.85,83.67,437.86
8.02,41.92,1029.8,92.05,467.21
26.61,56.85,1012.48,48.84,437.26
10.35,40.27,1005.09,92.42,477.8
7.92,39.54,1011.51,84.41,481.44
27.01,65.06,1013.16,53.02,439.81
30.69,69.89,1013.9,42.85,431.01
18.86,50.78,1008.46,91.67,446.7
30.37,76.09,1006.95,65.93,435.01
26.74,59.87,1012.5,62.88,447.88
21.03,59.8,1015.86,76.63,453.86
29.53,77.54,1010.39,66.13,432.89
35.2,73.56,1006.56,45.72,434.37
21.92,64.63,1020.42,65.22,452.49
29.78,69.71,1008.96,67.46,434.33
23.88,67.9,1005.99,67.58,446.34
28.93,72.99,1007.23,64.41,434.45
25.36,61.41,1011.89,55.64,452.29
8.81,43.56,1014.99,81.5,482.52
11.36,41.48,1012.8,76.16,465.37
7.53,43.65,1018.58,64.85,479.15
14.12,39.52,1018.41,78.32,465.09
19.1,43.79,1016.02,77.34,462.28
25.58,64.45,1011.07,61.47,447.16
20.29,63.09,1019.03,76.07,448.22
22.3,57.19,1006.4,75.28,445.1
15.25,46.36,1019.69,95.83,461.68
14.96,39.31,1010.52,71.28,461.97
10.74,44.85,1014.25,71.61,476.83
31.68,74.16,1011.3,55.94,434.61
8.33,39.72,1020.24,82.84,479.12
20.03,47.45,1009.04,77.56,450.6
18.76,56.53,1020.04,86.62,452.5
14.57,44.84,1023.46,87.2,464.58
22.26,44.89,1009.51,78.93,447.07
23,63.78,1015.85,70.46,444.62
10.44,37.83,1006.31,97.2,474.42
7.61,44.71,1019.41,70.48,485.36
12.85,40.35,1011.29,81.27,472.69
28.32,66.54,1010.28,45.6,436.42
33.83,67.9,1005.94,29.86,428.12
10.63,40.67,1017.13,66.12,483.27
20.79,50.59,1017.75,73.35,456.01
31.31,67.48,1009.71,57.06,440.38
10.27,40.64,1020.63,84.6,474.99
9.97,41.62,1013.99,96.02,464.86
21.06,50.59,1016.42,66.12,454.15
30.74,69.59,1008.69,68.04,437.81
15.77,41.79,1007.96,80.69,455.87
12.33,39.28,1011.84,80.01,476.49
12.52,41.44,1016.08,68.94,477.18
23.51,57.32,1012.55,53.6,444.58
6.05,41.14,1027.69,86.93,481.02
14.71,44,1024.98,85.08,462.87
31.25,74.34,999.06,69.85,432.22
22.05,61.27,1019.6,58.83,447.95
13.8,39.82,1012.37,83.69,473.56
23.48,65.12,1015.82,60.83,445.66
30.69,71.98,1004.53,65.86,430.33
31.97,79.74,1007.03,55.84,435.99
23.55,62.96,1020.16,70.16,447.65
31.81,69.88,1007.94,55.91,432.6
26.19,49.3,1003.69,65.88,440.13
16.09,50.59,1015.69,84.41,463.64
19.45,41.1,1001.88,52.16,458.26
14.73,58.2,1019.45,82.48,458.56
26.51,50.05,1006.75,65.34,440.22
16.37,44,1024.61,78.26,460.14
17.98,60.1,1009.61,84.11,452.57
11.53,41.14,1025.63,88.54,469.04
7.24,41.17,1020.35,80.56,486.76
29.82,69.75,1010.09,65.02,442.6
23.6,60.08,1017.51,63.02,451.97
19.8,51.19,1008.25,91.98,446.66
18.99,56.65,1020.46,77.16,457.55
9.65,41.03,1021.09,64.97,481.68
21.94,57.5,1014.64,78.52,451.1
14.1,42.74,1026.92,67.25,466.1
24.2,63.21,1012.25,79.86,449.03
24.31,67.79,1010.64,76.15,444.72
23.94,59.39,1014.32,74.55,438.64
20.42,60.77,1017.65,87.07,447.85
18.12,63.09,1019.32,89.21,449.65
7.51,43.02,1014.35,86.46,485.38
17.46,62.1,1019.96,83.99,451.06
31.35,71.32,1005.99,62.35,434.43
14.73,36.99,1007.32,90.84,468.23
22.66,63.73,1013.24,83.95,444.41
13.56,42.34,1017.95,93.83,462.6
9.05,40,1015.48,80.91,472.41
32.31,77.95,1010.15,62.17,430.15
7.64,42.28,1008.49,83.42,483.74
5.28,45.87,1008.25,97.88,479.91
14.24,44.84,1023.6,94.06,466.67
9.98,41.54,1019.7,80.79,480.26
32.45,66.44,1011.21,50.18,429.99
26.05,44.89,1009.83,56.36,443.18
23.34,59.44,1012.67,80.76,445.24
20.37,44.58,1016.77,66.22,463.2
27.99,71.58,1010.68,68.99,435.99
15.47,46.48,1007.69,91.07,462.58
14.62,43.99,1023.6,86.7,461.88
20.21,69.94,1009.33,83.96,447.06
32.06,69.88,1006.88,63.53,432.47
25.77,59.39,1014.76,69.99,438.64
16.97,42.86,1013.92,74.8,463.62
29.24,64.33,1011.49,65.08,440.12
21.51,48.92,1010.36,38.27,455.11
9.44,44.03,1009.59,86.27,473.61
30.74,79.05,1005.78,73.19,430.69
25.89,48.41,1008.49,68.58,440.92
30.8,69.14,1007.68,63.78,433.62
23.05,65.94,1010.99,69.73,442.39
22.26,70.47,1008.32,84.22,440.21
20.82,63.77,1014.28,86.37,448.9
7.91,38.56,1016.48,68.94,485.95
26,70.47,1009.61,74.66,435.05
20.14,46.93,1014.66,64.22,453.99
23.01,58.79,1009.71,84.22,444.64
10.1,41.17,1019.18,84.87,479.95
15.21,43.56,1012.92,56.61,467
9.06,36.3,1015.14,58.71,477.38
27.32,73.42,1012.07,86.3,432.74
23.48,66.44,1011.28,61.11,443.21
25.53,62.96,1019.81,59.7,444.38
29.01,66.44,1011.21,71.56,430.61
11.11,40.55,1023.91,87.12,476.37
15.9,41.35,1005.35,92.89,464.93
8.3,36.08,1020.63,80.42,481.6
26.68,49.02,1008.4,68.01,441.54
25.85,70.36,1005.59,78.23,433.06
13.61,38.47,1015.1,54.98,466.51
30.93,70.83,1010.61,46.13,440.59
31.3,67.17,1007.27,62.99,433.53
26.62,72.43,1006.79,82.74,430.22
29.06,72.86,1004.23,69.41,432.12
19.69,56.65,1020.77,62.83,456.29
9.68,41.44,1015.19,87.34,479.89
22.12,63.91,1009.61,90.83,447.77
27.31,59.54,1006.24,71.99,440.13
26.78,52.3,1008.52,61.23,441.21
8.29,36.08,1020.38,81.53,483.26
28.69,67.79,1011.01,66.4,439.87
6.31,42.07,1004.61,77.74,483.27
28.16,71.94,1007.69,68.17,430.46
21.54,58.12,1015.33,78.67,454.32
18.37,51.86,1018.8,74.3,461.14
27.11,69.75,1009.74,85.67,433.28
26.82,69.05,1004.62,40,437.42
21.36,45.61,1013.43,83.64,456.85
10.39,40.22,1009.77,83.27,478.58
22.35,63.94,1010.32,93.02,443.9
6.64,39.04,1018.84,74.94,481.53
20.88,57.85,1012.39,85.47,450.87
17.26,49.78,1007.38,100.06,453.54
29.05,65.74,1013.29,60.02,440.74
30.56,69.14,1007.49,71,432.26
6.39,35.57,1025.53,77.23,487.69
16.57,63.31,1016.19,81.02,454.78
27.2,65.18,1011.47,47.14,436.99
23.14,62.26,1011.87,66.44,444.38
14.44,41.2,1015.96,81.97,469.85
14.77,49.15,1020.56,80.27,467.72
29.31,64.84,1010.49,53.97,442.11
26.92,68.27,1008.11,61.73,435.17
8.68,41.82,1032.83,73.62,478.61
34.2,68.14,1002.7,56.09,427.05
5.95,37.8,1022.03,67.97,479.2
20.55,65.46,1013.87,58.09,448.83
29.07,71.64,1006.07,69.53,440.51
27.81,64.69,1006.59,71.75,437.02
13.86,40.66,1017.15,83.82,463.49
17.4,43.14,1018.51,75.31,457.59
16.39,41.67,1012.96,61.07,467.68
19.65,57.85,1011.73,93.89,450.5
8.37,40.92,1021.82,86.03,476.02
31.93,72.58,1006.9,56.27,425.14
31.63,65.74,1010.83,50.59,437.54
22.08,45.61,1014.02,75.71,456.71
23.04,63.86,1019.83,59.78,446.22
6.69,43.65,1020.14,69.55,482.57
13.82,42.32,1016.32,81.19,463.06
8.57,41.17,1020.18,72.47,484.2
22.95,70.98,1005.36,93.76,438.83
12.36,52.75,1026.04,68.71,465.14
23.84,49.21,1013.85,50.36,447.09
9.79,39.69,1002.36,93.86,471.61
11.06,41.16,1018.52,89.14,467.46
16,48.78,1013.9,88.64,458.27
12.35,40.73,1019.03,95.53,466.71
22.49,45.61,1013.1,75.69,455.12
32.21,70.94,1006.76,47.56,430.06
10.31,42.49,1009.43,78.36,479.64
11.21,44.03,1007.95,93.03,471.79
14.5,41.76,1023.94,84.42,464.23
14.22,45.08,1023.26,84.41,466.47
6.86,38.08,1019.62,77.37,486.92
19.21,60.07,1014.94,70.02,452.84
25.1,69.89,1015.42,85.81,434.98
28.64,73.4,1011.48,52.84,441.32
17.17,63.09,1020.54,95.98,446.75
6.17,41.31,1002.49,87.59,481.27
25.14,60.37,1006.63,77.17,438.39
13.36,39.64,1010.3,93.26,471.89
11.52,39.18,1023.43,83.29,474.35
26.24,77.95,1014.19,85.21,438.01
20.76,58.18,1007.8,99.22,449.25
25.83,70.47,1006.24,81.83,434.45
24.48,66.25,1009.42,88.17,441.07
15.86,43.5,1021.22,75.38,459.42
13.31,40.1,1014.81,82.11,468.74
23.97,64.05,1012.23,90.18,447.44
31.62,64.05,1010.94,58.93,439.09
23.69,77.54,1009.32,89.7,440.21
11.21,39.85,1013.01,75.55,480.61
25.62,73.17,1011.65,86.45,430.56
30.8,70.94,1007.06,63.09,432.44
8.35,42.85,1010.46,90.13,483.63
19.15,44.89,1009.6,74.52,451.09
22.18,62.39,1007.84,85.74,452.31
29.75,74.87,1009.1,56.5,435.61
17.04,56.03,1020.38,68.69,462.48
31.1,68.51,1012.99,54.3,428.68
25.17,68.08,1012.83,60.87,437.01
32.09,70.4,1003.73,55.65,434.64
29.42,79.74,1007.24,61.26,437.61
29.38,73.42,1011.49,54.96,445.42
30.1,66.25,1009.38,65.41,434.99
28.54,58.33,1013.9,49.4,439.28
23.01,59.44,1012.82,82.62,445.72
12.08,40.75,1015.84,86.9,476.84
31.98,64.05,1010.49,58.01,439.56
26.5,66.05,1017.03,61.34,440.15
10.07,40.92,1021.43,97.15,467.01
18.88,65.94,1010.43,85.54,445.61
19.24,58.33,1013.65,85.47,449.26
6.38,40.07,1018.53,60.2,492.96
13.19,39.18,1023.67,66.78,469.62
32.86,66.44,1010.98,44.99,429.32
23.94,51.95,1008.18,71.87,451.84
29.01,65.71,1013.61,48.07,446.22
26.81,74.9,1003.99,79.88,435.56
32.77,71.32,1007.68,42.39,436.95
30.38,74.16,1007.44,74.77,432.84
18.41,42.04,1011.69,64.88,465.64
25.79,75.6,1017.46,75.63,434.65
19.21,53.16,1013.18,81.64,454.01
13.63,40.92,1021.89,80.5,462.4
11.65,41.54,1020.09,67.96,476.4
11.76,39.28,1016.9,91.06,478.07
15.29,44.88,1018.85,73.67,463.32
26.96,65.34,1015.05,46.93,441.81
13.57,41.4,1021.27,72.55,464.23
24.67,63.56,1013.75,67.56,446.3
25.15,71.14,1011.68,70.33,434.99
27.53,70.32,1007.75,49.31,433.72
8.05,40.62,1018.16,73.67,477.2
26.26,71.73,1009.59,80.06,430.79
28.8,74.9,1003.48,75.01,434.01
20.24,56.03,1019.78,59.8,460.76
15,41.35,1006.6,86.95,467.71
18.23,58.96,1015.55,69.61,459.12
22.61,42.8,1014.24,69.71,460.26
21.95,60.95,1015.22,75.09,450.38
16.57,41.79,1005.82,72.25,452.84
25.66,70.02,1010.89,68.14,442.2
26.2,63.56,1013.39,67.07,442.4
10.13,39.18,1024.09,85.48,479.42
9.72,39.66,1018.31,76.07,480.05
13.98,41.79,1010.6,83.84,457.12
11.5,40.22,1010.31,78.08,476.46
10.58,42.34,1022.32,94.01,474.91
15.74,43.34,1013.38,81.45,463.24
17.13,42.86,1014.15,73.6,463.09
13.98,54.3,1015.58,74.91,466.52
14.09,44.47,1029.08,72.36,466.53
9.38,41.44,1015.09,86.8,481.96
24.72,68.67,1006.74,79.02,443.06
23.37,65.46,1016.25,48.64,447.07
31.19,69.68,1012.6,52.06,440.97
10.57,37.73,1024.36,70.29,474.65
23.87,50.39,1012.96,76.05,452.59
26.55,73.67,1005.74,79.41,433.44
27.39,66.93,1017.16,53.75,441.04
11.99,38.28,1013.65,91.31,469.23
16.37,39.64,1009.19,76.92,463.91
10.48,37.5,1009.81,95.26,474.57
28.42,75.23,1010.25,56.8,435.64
10.06,39.61,1020.69,69.49,478.35
20.24,56.65,1020.72,62.9,455.49
30.88,67.83,1008.97,54.99,425.36
28.11,66.17,1010.51,65.16,444.2
27.19,62.91,1011.57,53.66,444.8
15.09,44.34,1019.46,60.49,468.8
7.33,40,1018.96,80.76,478.16
23.88,51.95,1005.37,75.25,449.52
19.11,60.29,1017.1,76.62,454.16
11.59,40.05,1014.96,86.22,474.46
32.84,68.14,1003.59,43.88,425.18
28.4,74.93,1013.65,48.6,442.23
24.69,59.92,1010.12,80.58,436.33
16.18,50.88,1014.06,100.09,455.14
21.63,50.16,1005.7,84.84,448.32
18.28,60.1,1009.72,85.79,452.93
29.6,67.79,1010.37,51.05,442.43
20.25,58.59,1012.99,65.98,452.18
29.18,71.43,1011.65,59.49,443.75
20.32,49.16,1007.47,91.12,443.59
9.18,42.44,1014.52,98.04,480.49
31.53,70.36,1006.29,57.11,438.71
11.91,43.22,1008.75,76.57,472.88
21.44,62.96,1020.27,79.85,450.57
8.03,37.8,1020.47,60.67,481.51
23.2,61.02,1009.63,79.45,443.23
21.6,43.43,1010.28,61.87,446.4
26.38,66.49,1013.89,43.06,442.38
30.61,68.84,1011.18,52.5,439.9
6.77,40.78,1024.86,96.58,478.24
7.87,41.06,1020.91,87.64,486.57
24.23,56.89,1012.32,68.04,441.29
18.4,44.92,1024.88,64.89,458.36
9.95,41.82,1033.09,69.44,477.52
12.25,44.85,1014.13,85.25,470.92
30.75,71.22,1006.47,48.06,437.96
22.27,48.98,1014.47,49.33,451.74
10.33,43.99,1020.7,96.68,474.17
27.78,70.8,1009.81,79.57,431.44
20.08,44.6,1014.91,36.27,461.07
20.07,51.3,1011.9,94.62,450.46
12.68,45,1022.54,77.19,479.69
23.51,63.78,1016.1,69.79,446.58
24.61,62.96,1020.1,63.83,445.79
18.26,59.15,1012.04,86.01,451.09
10.37,37.83,1006.5,90.99,470.66
9.68,40.77,1022.04,85.23,473.73
14.17,42.99,1007.38,78.88,470.68
27.99,66.91,1008.47,59.63,439.74
23.62,45.87,1007.75,58.69,445.55
17.47,43.56,1014.15,54.71,460.87
14.55,44.84,1023.83,87.6,465.14
16.05,41.96,1011.82,96.05,463.72
24.54,60.23,1011.55,72.78,445.25
14.66,42.07,1018.14,84.68,462.77
11.47,25.36,1008.27,95.4,469.51
31.41,74.16,1008.65,68.5,430.37
29.29,70.36,1006.64,60.82,431.26
17.7,49.21,1015.16,67.91,455.97
13.83,40.78,1024.85,73.08,458.85
28.56,74.22,1007.45,69.6,434.54
12.5,41.38,1021.87,57.59,474.4
10.07,39.66,1015.37,83.78,479.64
10.11,52.75,1021.79,76.08,470.35
14.99,41.35,1004.56,98.9,466.85
26.47,47.43,1009.09,54.94,439.4
21.59,66.54,1004.88,90.54,441.71
22.12,49.39,1019.8,72.83,451
9.19,42.44,1014.38,94.24,481.55
7.73,39.04,1018.61,68.23,482.39
12.99,40.55,1007.52,94.15,472.18
9.97,41.26,1020.6,91.14,475.43
10.59,42.49,1009.59,77.36,477.49
23.18,51.43,1011.56,81.83,449.94
9.53,41.44,1018.01,80.09,481.83
15.61,38.52,1018.4,80.99,439.21
23.48,73.67,1007.07,88.49,437.19
25.52,61.25,1012.84,75.98,435.48
10.95,40.22,1010.04,78.96,477.23
27.16,71.32,1007.81,89.07,430.53
3,39.64,1011,80.14,485.2
23.59,43.77,1010.85,55.98,448.42
16.61,25.88,1009.34,65.47,460.97
8.03,40.07,1016.06,47.46,488.02
33.5,70.8,1008.99,57.24,433.19
27.1,73.21,1002.97,89.68,430.87
22.07,50.78,1008.6,61.33,449.96
26.98,70.94,1007.99,68.16,434.73
13.25,34.03,1018.94,72.1,470.46
25.99,49.82,1015.95,58.56,452.09
13.44,41.14,1026.41,77.26,461.44
19.37,63.09,1018.79,81.52,450.18
26.66,73.56,1006.9,99.27,433.62
24.85,67.9,1005.9,64.55,445.18
14.47,42.99,1009.78,91.15,469
16.55,54.3,1017.95,60.84,460.59
30.69,73.67,1006.14,60.58,430.45
29.33,52.84,1006.04,44.3,438.25
28.55,65.27,1013.34,48.95,437.62
14.17,42.86,1030.94,66.47,466.2
12.65,44.34,1019.4,71.45,468.8
8.61,41.04,1024.81,95.6,473.62
23.1,72.99,1008.85,90.54,440.46
8.75,36.3,1015.61,57.53,480.4
22.36,64.15,1021.05,68.43,453.94
24.85,70.09,1006.56,70.09,439.96
27.38,70.04,1011.18,72.26,428.88
11.61,39.69,1006.85,83.69,470.78
24.04,51.95,1006.13,73.92,450.07
20.74,58.12,1015.43,77.88,449.91
13.63,43.22,1012.71,72.85,464.62
9.86,43.56,1015.13,74.89,481.87
25.69,57.32,1012.34,44.18,441.43
28.54,76.86,1000.09,74.67,433.35
15.27,39.54,1010.64,81.91,464.49
18.83,58.46,1016.85,87.16,449.63
7.89,40.46,1019.61,74.53,477.27
12.28,40.92,1023.23,89.14,460.33
6.94,38.91,1018.94,90.64,485.12
23.73,63.94,1010.7,87.1,441.78
12.07,40.81,1025.63,68.02,475.96
24.56,71.94,1006.81,89.59,437.97
23.64,60.95,1014.92,64.91,447.86
31.26,70.36,1006.49,60.47,438.15
29.13,68.3,1014.96,37.08,437.25
28.85,68.12,1012.05,46.31,436.15
15.6,41.7,1019.15,84.1,461.38
21.08,52.05,1012.28,45.25,453.4
28.75,64.84,1009.61,58.24,441.3
19.88,47.03,1012.27,91.99,456.44
13.52,39.39,1012.91,84.03,474.82
25.86,76.2,1005.73,69.35,438.75
12.27,43.8,1023.21,57,468.55
11.62,39.72,1018.4,68.06,471.56
6.52,39.85,1012.55,86.36,483.01
25.72,47.45,1007.74,58.35,442.78
13.7,43.22,1012.01,71.57,463.99
8.66,40.11,1032.86,75.31,479.76
29.96,70.04,1010.15,54.47,427.1
29.99,74.9,1003.84,64.43,435.87
14.7,40.8,1025.78,50.96,472.85
4.69,39.42,1024.58,79.35,486.34
24.26,61.02,1009.78,76.68,442.86
21.7,64.69,1007.93,78.37,448.76
30.44,68.84,1010.97,55.34,438.31
14.13,43.41,1015.26,55.63,461.96
22.19,70.02,1011.03,82.49,444.85
5.02,45.87,1007.8,99.22,481.03
25.74,68.94,1007.7,67.56,433.45
10.68,37.92,1009.59,65.05,474.03
31.04,66.54,1003.83,53.05,431.66
25.53,57.17,1010,72.57,442.12
26.23,63.56,1013.57,65.81,440.8
17.85,53.16,1013.05,82.72,456.49
20.11,42.04,1010.79,60.31,464.13
20.76,57.25,1011.01,90.31,444.85
22.61,60.27,1018.81,83.27,440.98
25.06,74.33,1014.05,69.02,437.27
22.89,80.25,1006.38,80.25,446.15
30.8,73.17,1010.51,51.93,432.24
27.34,71.29,1008.32,56.51,434.94
26.02,71.94,1009.38,64.12,435.21
22.55,70.79,1006.19,92.56,436.43
11.67,40.23,1017.65,82.48,475.07
19.69,56.65,1020.79,66.94,457.17
18.95,46.21,1013.47,81.22,457.58
25.93,69.34,1008.91,79.43,434.08
8.61,43.8,1021.9,74.35,478.25
22.26,69.04,1010.48,84.33,444.73
13.73,41.92,1031.01,64.92,466.29
25.67,74.78,1010.24,68.87,440.48
14.57,41.79,1007.61,82.85,457.21
17.09,42.42,1009.03,72.01,464.11
34.33,69.05,1000.89,37.9,430.56
22.7,66.44,1011.19,68.36,444.02
22.34,63.73,1014.37,83.19,444.39
19.94,38.52,1018.4,55.9,450.48
14.84,44.63,1019.28,57.37,466
23.99,67.69,1007.9,78.57,437.1
15.98,41.48,1017,55.73,456.31
6.79,38.5,1012.61,72.46,488.69
6.62,42.49,1008.74,94.57,482.74
29.12,74.87,1009.85,62.51,435.51
29.95,73.42,1011.44,66.32,432.81
9.84,40.22,1009.5,85.38,479.65
28.61,68.12,1012.23,46.45,435.28
11.02,40,1015.75,74.83,468.09
29.52,75.33,1002.62,70.64,433.39
6.67,39.33,1011.07,91.96,490.03
6.07,41.14,1027.57,86.98,480.19
24.54,57.85,1013.02,65.61,444.93
14.79,39.54,1007.25,82.54,469.23
13.18,43.72,1010.59,99.09,464.7
24.99,60.37,1005.66,74.87,437.67
31.51,71.97,1007.84,71.18,430.11
30.28,58.9,1005.03,54.59,439.06
